Unnamed: 0,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
8670,FM14335,Washington,10484.91535,Yes,Extended,College,2/1/11,Employed,F,61108,Rural,Divorced,89,22.0,93,0.0,2,Personal Auto,Personal L1,Offer2,Agent,49.451117,Four-Door Car,Medsize,
8671,TB53616,California,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,3.0,43,1.0,2,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize,
8690,BX70848,Washington,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L3,Offer1,Agent,604.8,SUV,Medsize,
8693,QB24570,Oregon,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15.0,47,0.0,9,Corporate Auto,Corporate L3,Offer1,Branch,650.52179,Sports Car,Medsize,A
8721,GI46001,California,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13.0,20,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,456.0,Two-Door Car,Large,A
8722,UZ97486,California,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25.0,56,0.0,2,Corporate Auto,Corporate L2,Offer2,Call Center,525.6,Two-Door Car,Small,
8733,PU41916,Oregon,22103.5072,Yes,Basic,College,1/30/11,Unemployed,M,0,Suburban,Married,102,35.0,48,0.0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,Medsize,
8740,KO44736,Oregon,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25.0,56,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,525.6,,,A
8751,WS25565,California,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,26057,Suburban,Divorced,74,3.0,63,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,523.888845,Four-Door Car,Small,A
8781,UU22643,Oregon,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7.0,54,0.0,1,Personal Auto,Personal L3,Offer1,Agent,694.598288,SUV,Medsize,
8801,HD29166,Oregon,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,
8802,MC30750,Oregon,13736.1325,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22.0,79,0.0,8,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medsize,
8804,EW13798,California,4014.453113,Yes,Extended,Doctor,1/8/11,Employed,F,37384,Suburban,Married,99,9.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Agent,475.2,Four-Door Car,Medsize,A
8814,DP46882,California,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10.0,63,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,486.278557,Four-Door Car,Large,
8823,ZW79814,California,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33.0,70,0.0,7,Personal Auto,Personal L1,Offer2,Agent,599.000883,Two-Door Car,Medsize,A
8825,HM38744,Oregon,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11.0,54,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,508.8,SUV,Medsize,A
8829,LO39834,Oregon,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1.0,67,3.0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,A
8835,XT93203,California,10963.95723,Yes,Premium,High School or Below,2/8/11,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Personal Auto,Personal L3,Offer1,Agent,1324.8,Luxury SUV,Medsize,A
8838,ML10022,Nevada,13197.92893,Yes,Basic,College,1/27/11,Unemployed,F,0,Suburban,Single,68,19.0,2,3.0,2,Personal Auto,Personal L1,Offer1,Agent,326.4,Four-Door Car,Large,
8850,JK57654,California,10972.06778,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2.0,40,0.0,5,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize,
8865,SC23927,California,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35.0,90,0.0,1,Personal Auto,Personal L2,Offer2,Agent,638.4,SUV,Medsize,A
8886,UK79109,California,9095.049868,Yes,Basic,College,1/11/11,Employed,M,37937,Suburban,Married,116,11.0,42,0.0,5,Corporate Auto,Corporate L1,Offer2,Call Center,556.8,SUV,Medsize,A
8889,IE85867,Arizona,41787.90343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,,,A
8900,VD78722,Oregon,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69,13.0,15,0.0,1,Personal Auto,Personal L2,Offer2,Agent,300.056383,Four-Door Car,Medsize,A
8904,NW54906,Oregon,13869.92705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Branch,612.300581,SUV,Small,
8918,WO89464,Oregon,2619.337376,Yes,Basic,Bachelor,2/5/11,Employed,M,78618,Urban,Divorced,66,7.0,56,0.0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,
8919,QI21338,Oregon,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small,A
8931,WH76688,Oregon,5555.830205,Yes,Basic,Bachelor,2/6/11,Employed,M,74015,Suburban,Single,72,12.0,61,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small,A
8951,VU72280,California,5318.89664,Yes,Basic,Bachelor,1/12/11,Employed,F,25134,Suburban,Married,67,3.0,0,0.0,6,Corporate Auto,Corporate L2,Offer2,Call Center,321.6,Four-Door Car,Small,
8956,MD87746,Oregon,7507.455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,10.0,61,0.0,2,Personal Auto,Personal L2,Offer2,Agent,231.201886,Two-Door Car,Medsize,A
8967,QX54905,Nevada,7200.664877,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16.0,77,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Four-Door Car,Medsize,A
8970,SV15363,California,6366.225775,Yes,Extended,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5.0,72,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large,A
8978,IF32545,Nevada,5096.673223,Yes,Basic,Master,1/28/11,Disabled,F,22886,Suburban,Divorced,65,9.0,81,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,312.0,Four-Door Car,Small,
8979,FL67726,Washington,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,3.0,43,1.0,2,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize,A
8984,LJ79533,Nevada,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Special Auto,Special L2,Offer2,Agent,571.2,SUV,Small,A
9004,XM72420,Arizona,3919.366722,Yes,Extended,High School or Below,1/5/11,Employed,F,66676,Suburban,Married,97,0.0,40,0.0,1,Personal Auto,Personal L2,Offer3,Agent,558.099357,Four-Door Car,Small,A
9014,YT91759,California,6366.225775,Yes,Extended,High School or Below,1/7/11,Employed,M,44368,Suburban,Married,80,5.0,72,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,384.0,,,A
9047,EQ59908,California,3237.996209,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Corporate Auto,Corporate L3,Offer3,Agent,326.281835,Four-Door Car,Medsize,A
9079,PW69692,Oregon,3861.486269,Yes,Extended,College,1/6/11,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Personal Auto,Personal L2,Offer2,Branch,281.110788,Four-Door Car,Medsize,A
9084,OB69329,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21.0,76,0.0,6,Personal Auto,Personal L2,Offer1,Branch,412.8,,,
9085,AT89553,California,5926.729379,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,28.0,90,5.0,5,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Medsize,
9101,BW76745,Oregon,2491.317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal L2,Offer1,Agent,67.530904,Four-Door Car,Large,
9105,TS42594,California,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize,A
9115,ED82243,California,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,A
9121,IY87065,California,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15.0,66,0.0,8,Corporate Auto,Corporate L1,Offer1,Agent,456.702735,Two-Door Car,Medsize,A
9131,TR81766,California,7462.926263,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Corporate Auto,Corporate L2,Offer2,Call Center,7.345946,Two-Door Car,Small,A
9133,EP72155,California,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16.0,35,4.0,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small,A
9134,NB10500,California,3939.00637,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12.0,28,0.0,1,Personal Auto,Personal L3,Offer2,Agent,882.871945,Four-Door Car,Small,A
9140,MH14039,California,2592.437797,Yes,Basic,High School or Below,1/2/11,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small,
9141,JA76884,California,14435.67365,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25.0,89,0.0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,A
9148,NN44758,Arizona,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,556.8,Two-Door Car,Small,A
9152,OQ82364,Nevada,6846.150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13.0,20,0.0,5,Corporate Auto,Corporate L3,Offer1,Call Center,456.0,Two-Door Car,Large,
9160,DA84476,Oregon,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,302.4,Four-Door Car,Medsize,A
9166,SC92090,Arizona,8717.049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large,A
9169,GN46207,Oregon,4170.687348,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28.0,23,1.0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,SUV,Large,A
9184,No50634,Oregon,4330.38602,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medsize,A
9190,FL85008,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small,A
9198,JL15127,Nevada,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,,,
9202,NF60680,Arizona,20096.89337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Personal Auto,Personal L2,Offer2,Agent,379.029102,Two-Door Car,Large,
9220,MB60322,Arizona,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32.0,30,0.0,7,Special Auto,Special L2,Offer2,Branch,309.577946,Four-Door Car,Medsize,
9221,BX20846,Oregon,3861.486269,Yes,Extended,College,1/6/11,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Personal Auto,Personal L3,Offer2,Branch,281.110788,Four-Door Car,Medsize,A
9222,GF97506,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9.0,8,0.0,3,Personal Auto,Personal L2,Offer2,Web,571.2,Sports Car,Medsize,A
9233,TL60066,California,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Personal Auto,Personal L1,Offer1,Branch,572.072106,Four-Door Car,Medsize,
9259,KC32511,Oregon,5181.620895,Yes,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Small,A
9262,IK64989,Washington,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L2,Offer1,Agent,312.0,Four-Door Car,Medsize,A
9276,EL89222,California,8609.158215,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2.0,74,0.0,3,Personal Auto,Personal L3,Offer2,Branch,289.040734,SUV,Medsize,
9289,UP31333,Washington,13869.92705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1.0,59,0.0,2,Corporate Auto,Corporate L3,Offer2,Branch,612.300581,SUV,Small,
9302,AT31367,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21.0,76,0.0,6,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Medsize,A
9307,ZX93551,Arizona,2867.312197,Yes,Extended,Bachelor,1/3/11,Retired,F,23376,Suburban,Divorced,78,19.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize,
9318,WV57524,Oregon,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal L1,Offer1,Branch,619.2,,,
9326,MS18916,California,3508.569533,Yes,Extended,College,1/5/11,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal L1,Offer2,Branch,1176.2788,Four-Door Car,Small,
9331,XK84089,California,2619.337376,Yes,Basic,Bachelor,2/5/11,Employed,M,78618,Urban,Divorced,66,7.0,56,0.0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,
9334,VU30980,California,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Personal Auto,Personal L2,Offer1,Agent,628.8,SUV,Medsize,A
9339,WK64739,Arizona,2359.423599,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Corporate Auto,Corporate L3,Offer1,Web,352.394515,Four-Door Car,Medsize,
9341,LQ50657,Arizona,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal L1,Offer2,Agent,432.0,Two-Door Car,Large,A
9346,SO55284,Nevada,8646.504109,Yes,Basic,High School or Below,1/2/11,Employed,F,64125,Urban,Married,108,3.0,44,0.0,3,Personal Auto,Personal L1,Offer2,Branch,369.818708,SUV,Large,
9351,IE57921,California,4726.869327,Yes,Extended,Bachelor,1/10/11,Medical Leave,F,13037,Suburban,Married,124,28.0,49,0.0,1,Personal Auto,Personal L2,Offer2,Agent,839.348464,SUV,Small,A
9398,SR47878,California,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,A
9400,QM61543,Arizona,5639.941974,Yes,Basic,High School or Below,1/10/11,Employed,M,73168,Suburban,Married,70,21.0,50,0.0,3,Corporate Auto,Corporate L2,Offer2,Agent,425.800112,Four-Door Car,Medsize,
9404,GU91528,Oregon,4254.620669,Yes,Basic,High School or Below,2/3/11,Disabled,F,11904,Suburban,Single,61,34.0,11,2.0,3,Personal Auto,Personal L1,Offer1,Web,292.8,Two-Door Car,Small,A
9414,WR45726,Arizona,11315.20373,Yes,Premium,Bachelor,2/16/11,Disabled,F,11885,Suburban,Divorced,101,18.0,39,0.0,2,Special Auto,Special L1,Offer1,Agent,484.8,Four-Door Car,Medsize,A
9417,VG45203,Nevada,13197.92893,Yes,Basic,College,1/27/11,Unemployed,F,0,Suburban,Single,68,19.0,2,3.0,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large,
9421,AT84725,Washington,4650.063763,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15.0,26,0.0,3,Personal Auto,Personal L3,Offer1,Agent,468.0,Two-Door Car,Medsize,A
9433,IY38767,Oregon,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17.0,44,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize,A
9436,JP69864,Washington,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7.0,63,1.0,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize,
9441,XT67997,California,5979.724161,Yes,Extended,High School or Below,2/7/11,Employed,F,57693,Suburban,Divorced,76,16.0,56,0.0,3,Personal Auto,Personal L3,Offer2,Agent,547.2,,,A
9443,WV53830,Oregon,16301.9676,Yes,Extended,Master,2/17/11,Retired,F,19614,Suburban,Married,85,21.0,32,0.0,2,Personal Auto,Personal L2,Offer2,Agent,574.024018,Two-Door Car,Medsize,
9456,IT78748,Oregon,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1.0,9,0.0,6,Special Auto,Special L3,Offer1,Agent,451.670309,Two-Door Car,Small,A
9459,NX11526,Arizona,2759.978287,Yes,Basic,Bachelor,1/3/11,Employed,M,92296,Suburban,Married,69,4.0,65,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,331.2,Two-Door Car,Medsize,A
9466,TS34391,Oregon,8092.87696,Yes,Basic,College,2/5/11,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Personal Auto,Personal L2,Offer1,Agent,369.614729,SUV,Medsize,
9484,EK87467,Arizona,2722.210707,Yes,Basic,College,2/2/11,Medical Leave,F,17576,Suburban,Married,71,29.0,70,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,398.502948,Four-Door Car,Medsize,
9491,GD86131,California,2722.210707,Yes,Basic,College,2/2/11,Medical Leave,F,17576,Suburban,Married,71,29.0,70,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,398.502948,Four-Door Car,Medsize,
9498,IV54766,Oregon,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19.0,59,0.0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize,A
9506,LV27997,Oregon,7582.113842,Yes,Basic,College,2/3/11,Employed,M,64801,Urban,Married,64,23.0,19,0.0,2,Personal Auto,Personal L2,Offer2,Web,268.471802,Four-Door Car,Medsize,
9507,HS85465,California,2759.978287,Yes,Basic,Bachelor,1/3/11,Employed,M,92296,Suburban,Married,69,4.0,65,0.0,1,Corporate Auto,Corporate L1,Offer2,Agent,331.2,Two-Door Car,Medsize,
9509,CU84967,California,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize,
9522,BA38428,Arizona,5639.941974,Yes,Basic,High School or Below,1/10/11,Employed,M,73168,Suburban,Married,70,21.0,50,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,425.800112,Four-Door Car,Medsize,A
9550,VC22097,Washington,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14.0,64,0.0,4,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Medsize,
9553,CF46699,Oregon,3567.503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Personal Auto,Personal L2,Offer2,Agent,660.430456,SUV,Medsize,A
9557,KZ80424,Washington,8382.478392,Yes,Basic,Bachelor,1/27/11,Employed,M,25998,Suburban,Married,71,16.0,38,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,791.878042,Four-Door Car,Medsize,
9565,PI96349,California,22103.5072,Yes,Basic,College,1/30/11,Unemployed,M,0,Suburban,Married,102,35.0,48,0.0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,Medsize,
9566,LE95702,California,4386.277558,Yes,Basic,College,2/11/11,Retired,M,10621,Suburban,Single,67,28.0,22,0.0,5,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize,
9581,GD55093,California,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19.0,59,0.0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize,A
9590,MC85738,California,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,A
9592,UG37492,California,4362.931238,Yes,Premium,College,1/3/11,Employed,M,58842,Suburban,Married,110,6.0,74,0.0,1,Personal Auto,Personal L3,Offer2,Branch,528.0,Four-Door Car,Medsize,A
9598,VY40793,Oregon,4270.034394,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27.0,2,0.0,1,Personal Auto,Personal L3,Offer2,Agent,725.870693,SUV,Medsize,A
9600,XH85336,Washington,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,
9614,RM10880,California,3096.511217,Yes,Extended,College,2/12/11,Employed,F,21604,Suburban,Divorced,79,14.0,28,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,Medsize,
9625,TI19722,Washington,3436.134281,Yes,Extended,Doctor,2/18/11,Employed,M,30817,Rural,Divorced,88,25.0,43,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,91.834668,Four-Door Car,Medsize,
9644,RN82884,Arizona,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,
9651,ZK56389,Arizona,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Special Auto,Special L3,Offer1,Branch,572.072106,Four-Door Car,Medsize,A
9662,XV84099,Arizona,5504.139033,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18.0,45,0.0,5,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,,,
9665,DS47984,Arizona,3237.996209,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Personal Auto,Personal L1,Offer3,Agent,326.281835,Four-Door Car,Medsize,A
9688,QC95625,California,12157.32992,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6.0,28,0.0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize,
9692,NX62002,Oregon,17497.52201,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,350.4,Two-Door Car,Medsize,
9695,ZI95657,California,10972.06778,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2.0,40,0.0,5,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize,A
9707,ZK54897,Arizona,14435.67365,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25.0,89,0.0,2,Personal Auto,Personal L3,Offer1,Agent,109.906628,Two-Door Car,Medsize,A
9714,SS63511,California,8564.768226,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29.0,29,0.0,9,Corporate Auto,Corporate L3,Offer2,Agent,178.006524,,,A
9716,SK47162,Oregon,3567.503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Personal Auto,Personal L2,Offer2,Agent,660.430456,SUV,Medsize,A
9726,JV68002,Washington,5926.729379,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,28.0,90,5.0,5,Corporate Auto,Corporate L1,Offer1,Agent,460.8,Four-Door Car,Medsize,
9727,QE22757,Nevada,2491.317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large,A
9739,YK23193,Nevada,6057.07208,Yes,Extended,Bachelor,2/14/11,Retired,M,27681,Suburban,Married,83,13.0,62,0.0,9,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize,A
9741,EK59571,Oregon,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3.0,92,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,504.0,Four-Door Car,Large,A
9743,FO13070,California,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,A
9745,LF55270,Oregon,10484.91535,Yes,Extended,College,2/1/11,Employed,F,61108,Rural,Divorced,89,22.0,93,0.0,2,Personal Auto,Personal L2,Offer2,Agent,49.451117,Four-Door Car,Medsize,
9767,XZ62430,Arizona,6057.07208,Yes,Extended,Bachelor,2/14/11,Retired,M,27681,Suburban,Married,83,13.0,62,0.0,9,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize,
9778,UZ95992,California,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18.0,63,0.0,1,Personal Auto,Personal L3,Offer2,Agent,60.036683,Four-Door Car,Medsize,
9794,GS76685,California,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,3.0,43,1.0,2,Corporate Auto,Corporate L3,Offer1,Branch,523.815839,SUV,Medsize,A
